item_id,titulo,preco,moeda,descricao_original,descricao_pt,descricao_en,descricao_es,descricao_fr,url,numero_imagens,ficheiros_imagens,sellerEmail,category,subCategory,condition,auctionFormat,duration,shippingOption,shippingCost,returnPolicy,locationCity,locationCountry
9731434632,Jupe crayon Yves Saint Laurent en lin écru vintage authentique,65,EUR,"Authentique jupe crayon Yves Saint Laurent Rive Gauche, cette pièce incarne l'élégance intemporelle avec sa coupe ajustée et sa silhouette épurée. 

Confectionnée en lin écru, elle présente une fermeture discrète sur le côté avec un bouton délicat. Les finitions soignées témoignent du savoir-faire exceptionnel de la maison.
La texture légère du lin offre un tombé fluide, idéal pour les journées estivales. À associer avec un chemisier en soie pour une allure raffinée ou un t-shirt basique pour un style plus décontracté.

Circa 1980s-1990s

Fabriqué en France

Taille : FR 36 - 38 / S

Mesures (à plat) : Tour de taille 33 cm · Hanches 47 cm · Longueur 55 cm

Matière : lin

Condition report : En très bon état général, cette jupe a été soigneusement préservée pour conserver toute sa splendeur d'origine.

En raison de son caractère vintage, il peut présenter de très légères traces du temps, sans impact esthétique notable et imperceptibles une fois porté.

Explorez la boutique pour découvrir d’autres pièces soigneusement sélectionnées dans le même esprit.","Saia lápis autêntica Yves Saint Laurent Rive Gauche, uma peça que personifica a elegância intemporal com o seu corte justo e silhueta depurada.

Confecionada em linho cru, apresenta um fecho discreto na lateral com um botão delicado. Os acabamentos cuidados testemunham o savoir-faire excecional da maison. A textura leve do linho oferece um cair fluido, ideal para dias de verão. Combine com uma blusa de seda para um visual refinado ou com uma t-shirt básica para um estilo mais descontraído.

Cerca de 1980-1990

Fabricada em França

Tamanho: FR 36-38 / S

Medidas (em plano): cintura 33 cm · ancas 47 cm · comprimento 55 cm

Material: linho

Estado: muito bom estado geral; foi cuidadosamente preservada para manter todo o seu esplendor original.

Por se tratar de uma peça vintage, pode apresentar marcas muito ligeiras do tempo, sem impacto estético significativo e impercetíveis quando vestida.

Explore a loja para descobrir outras peças cuidadosamente selecionadas no mesmo espírito.","Authentic Yves Saint Laurent Rive Gauche pencil skirt embodying timeless elegance with its fitted cut and clean silhouette.

Made from ecru linen, it features a discreet side closure with a delicate button. The careful finishing showcases the house’s exceptional craftsmanship. The lightweight linen has a fluid drape, ideal for summer days. Pair it with a silk blouse for a refined look or a basic T-shirt for a more relaxed style.

Circa 1980s-1990s

Made in France

Size: FR 36-38 / S

Measurements (laid flat): waist 33 cm · hips 47 cm · length 55 cm

Material: linen

Condition report: very good overall condition; the skirt has been carefully preserved to retain its original splendor.

Due to its vintage nature, it may show very slight signs of age, with no significant aesthetic impact and imperceptible when worn.

Explore the shop to discover other carefully selected pieces in the same spirit.","Auténtica falda lápiz Yves Saint Laurent Rive Gauche, una pieza que encarna la elegancia atemporal con su corte ajustado y silueta depurada.

Confeccionada en lino crudo, presenta un cierre discreto en el lateral con un delicado botón. Los acabados cuidados reflejan el savoir-faire excepcional de la maison. La textura ligera del lino ofrece una caída fluida, ideal para los días de verano. Combínala con una blusa de seda para un look refinado o con una camiseta básica para un estilo más relajado.

Circa años 1980-1990

Fabricada en Francia

Talla: FR 36-38 / S

Medidas (en plano): cintura 33 cm · caderas 47 cm · largo 55 cm

Material: lino

Estado: muy buen estado general; ha sido cuidadosamente conservada para mantener todo su esplendor original.

Por su carácter vintage, puede presentar huellas muy leves del paso del tiempo, sin impacto estético notable e imperceptibles una vez puesta.

Explora la tienda para descubrir otras piezas cuidadosamente seleccionadas con el mismo espíritu.","Authentique jupe crayon Yves Saint Laurent Rive Gauche, cette pièce incarne l'élégance intemporelle avec sa coupe ajustée et sa silhouette épurée.

Confectionnée en lin écru, elle présente une fermeture discrète sur le côté avec un bouton délicat. Les finitions soignées témoignent du savoir-faire exceptionnel de la maison. La texture légère du lin offre un tombé fluide, idéal pour les journées estivales. À associer avec un chemisier en soie pour une allure raffinée ou un t-shirt basique pour un style plus décontracté.

Circa 1980s-1990s

Fabriquée en France

Taille : FR 36-38 / S

Mesures (à plat) : tour de taille 33 cm · hanches 47 cm · longueur 55 cm

Matière : lin

Condition report : en très bon état général, cette jupe a été soigneusement préservée pour conserver toute sa splendeur d'origine.

En raison de son caractère vintage, elle peut présenter de très légères traces du temps, sans impact esthétique notable et imperceptibles une fois portée.

Explorez la boutique pour découvrir d’autres pièces soigneusement sélectionnées dans le même esprit.",https://www.vinted.pt/items/9731434632,5,vinted_export/images/9731434632/01.webp | vinted_export/images/9731434632/02.webp | vinted_export/images/9731434632/03.webp | vinted_export/images/9731434632/04.webp | vinted_export/images/9731434632/05.webp,pt.bidnow@gmail.com,collectibles,Fashion,Used - Excellent,best-offer,30 days,flat-rate,15,no-returns,Lisboa,PT
9707453541,Jupe crayon Yves Saint Laurent en coton abricot vintage authentique,60,EUR,"Authentique jupe crayon Yves Saint Laurent, cette pièce intemporelle arbore une coupe ajustée qui sublime la silhouette. Confectionnée dans un coton denim de couleur abricot, elle se distingue par sa simplicité élégante et ses finitions soignées. Un modèle qui incarne le savoir-faire et l'allure raffinée de la maison.

Le coton denim offre un tombé structuré et agréable au toucher, parfait pour être associé à une blouse fluide ou un pull en maille. Idéale pour une allure chic au quotidien.

Circa 1980s-1990s

Fabriqué en France

Taille : FR 38 / M

Mesures (à plat) : Tour de taille 35 cm · Hanches 48 cm · Longueur 55 cm

Matière : coton

Condition report : La jupe est en très bon état général avec une micro tache discrète.

En raison de son caractère vintage, il peut présenter de très légères traces du temps, sans impact esthétique notable et imperceptibles une fois porté.

Découvrez d’autres pièces de la maison.","Saia lápis autêntica Yves Saint Laurent, uma peça intemporal com corte justo que valoriza a silhueta. Confecionada em denim de algodão cor damasco, distingue-se pela simplicidade elegante e pelos acabamentos cuidados. Um modelo que encarna o savoir-faire e a estética refinada da maison.

O denim de algodão oferece um cair estruturado e um toque agradável, perfeito com uma blusa fluida ou uma camisola de malha. Ideal para um visual elegante no dia a dia.

Cerca de 1980-1990

Fabricada em França

Tamanho: FR 38 / M

Medidas (em plano): cintura 35 cm · ancas 48 cm · comprimento 55 cm

Material: algodão

Estado: muito bom estado geral, com uma micro-mancha discreta.

Por se tratar de uma peça vintage, pode apresentar marcas muito ligeiras do tempo, sem impacto estético significativo e impercetíveis quando vestida.

Descubra outras peças da maison.","Authentic Yves Saint Laurent pencil skirt, a timeless piece with a fitted cut that flatters the silhouette. Made from apricot-colored cotton denim, it stands out for its elegant simplicity and careful finishing. A design that embodies the house’s craftsmanship and refined aesthetic.

The cotton denim provides a structured drape and pleasant feel, perfect with a fluid blouse or knit sweater. Ideal for an elegant everyday look.

Circa 1980s-1990s

Made in France

Size: FR 38 / M

Measurements (laid flat): waist 35 cm · hips 48 cm · length 55 cm

Material: cotton

Condition report: very good overall condition with one discreet micro-stain.

Due to its vintage nature, it may show very slight signs of age, with no significant aesthetic impact and imperceptible when worn.

Discover other pieces from the house.","Auténtica falda lápiz Yves Saint Laurent, una pieza atemporal con corte ajustado que realza la silueta. Confeccionada en denim de algodón color albaricoque, destaca por su sencillez elegante y acabados cuidados. Un modelo que encarna el savoir-faire y la estética refinada de la maison.

El denim de algodón ofrece una caída estructurada y un tacto agradable, perfecto con una blusa fluida o un jersey de punto. Ideal para un look chic de diario.

Circa años 1980-1990

Fabricada en Francia

Talla: FR 38 / M

Medidas (en plano): cintura 35 cm · caderas 48 cm · largo 55 cm

Material: algodón

Estado: muy buen estado general con una micro-mancha discreta.

Por su carácter vintage, puede presentar huellas muy leves del paso del tiempo, sin impacto estético notable e imperceptibles una vez puesta.

Descubre otras piezas de la maison.","Authentique jupe crayon Yves Saint Laurent, cette pièce intemporelle arbore une coupe ajustée qui sublime la silhouette. Confectionnée dans un coton denim de couleur abricot, elle se distingue par sa simplicité élégante et ses finitions soignées. Un modèle qui incarne le savoir-faire et l'allure raffinée de la maison.

Le coton denim offre un tombé structuré et agréable au toucher, parfait pour être associé à une blouse fluide ou un pull en maille. Idéale pour une allure chic au quotidien.

Circa 1980s-1990s

Fabriquée en France

Taille : FR 38 / M

Mesures (à plat) : tour de taille 35 cm · hanches 48 cm · longueur 55 cm

Matière : coton

Condition report : la jupe est en très bon état général avec une micro-tache discrète.

En raison de son caractère vintage, elle peut présenter de très légères traces du temps, sans impact esthétique notable et imperceptibles une fois portée.

Découvrez d’autres pièces de la maison.",https://www.vinted.pt/items/9707453541,5,vinted_export/images/9707453541/01.webp | vinted_export/images/9707453541/02.webp | vinted_export/images/9707453541/03.webp | vinted_export/images/9707453541/04.webp | vinted_export/images/9707453541/05.webp,pt.bidnow@gmail.com,collectibles,Fashion,Used - Excellent,best-offer,30 days,flat-rate,15,no-returns,Lisboa,PT
9926684023,Lunettes de soleil  yves saint Laurent ysl,120,EUR,Lunettes Ysl véridique acheté chez un opticien,"Óculos YSL autênticos, comprados numa ótica.","Authentic YSL glasses, purchased from an optician.","Gafas YSL auténticas, compradas en una óptica.","Lunettes YSL authentiques, achetées chez un opticien.",https://www.vinted.pt/items/9926684023-lunettes-de-soleil-yves-saint-laurent-ysl,5,vinted_export/images/9926684023/01.webp | vinted_export/images/9926684023/02.webp | vinted_export/images/9926684023/03.webp | vinted_export/images/9926684023/04.webp | vinted_export/images/9926684023/05.webp,pt.bidnow@gmail.com,collectibles,Fashion,Used - Excellent,best-offer,30 days,flat-rate,15,no-returns,Lisboa,PT
9931830018,Primer YSL,15,EUR,Primer iluminador e hidratante de YSL,Primer iluminador e hidratante da YSL.,YSL illuminating and moisturizing primer.,Primer iluminador e hidratante de YSL.,Primer illuminateur et hydratant YSL.,https://www.vinted.pt/items/9931830018-primer-ysl,5,vinted_export/images/9931830018/01.webp | vinted_export/images/9931830018/02.webp | vinted_export/images/9931830018/03.webp | vinted_export/images/9931830018/04.webp | vinted_export/images/9931830018/05.webp,pt.bidnow@gmail.com,collectibles,Fashion,Used - Excellent,best-offer,30 days,flat-rate,15,no-returns,Lisboa,PT
9942152964,Parfum coeur collection vestiaires Ysl,115,EUR,"Parfum coeur vestiaires collection 
Nouveau parfum 
Yves saint laurent 
35 ML 
Prix de vente boutique 162€","Perfume da coleção Le Vestiaire des Parfums.
Perfume novo.
Yves Saint Laurent.
35 ml.
Preço de venda em loja: 162 €.","Perfume from the Le Vestiaire des Parfums collection.
New fragrance.
Yves Saint Laurent.
35 ml.
Retail price: €162.","Perfume de la colección Le Vestiaire des Parfums.
Perfume nuevo.
Yves Saint Laurent.
35 ml.
Precio de venta en tienda: 162 €.","Parfum de la collection Le Vestiaire des Parfums.
Parfum neuf.
Yves Saint Laurent.
35 ml.
Prix de vente en boutique : 162 €.",https://www.vinted.pt/items/9942152964-parfum-coeur-collection-vestiaires-ysl,5,vinted_export/images/9942152964/01.webp | vinted_export/images/9942152964/02.webp | vinted_export/images/9942152964/03.webp | vinted_export/images/9942152964/04.webp | vinted_export/images/9942152964/05.webp,pt.bidnow@gmail.com,collectibles,Fashion,Used - Excellent,best-offer,30 days,flat-rate,15,no-returns,Lisboa,PT
9936202437,Blush YSL rose neuf,25,EUR,"•Prix en magasin : 55€
•Blush Rose à paillettes Neuf ! 
🌸🌸🌸","• Preço em loja: 55 €
• Blush rosa com brilhantes, novo!
🌸🌸🌸","• Retail price: €55
• New pink glitter blush!
🌸🌸🌸","• Precio en tienda: 55 €
• ¡Blush rosa con purpurina, nuevo!
🌸🌸🌸","• Prix en magasin : 55 €
• Blush rose à paillettes, neuf !
🌸🌸🌸",https://www.vinted.pt/items/9936202437-blush-ysl-rose-neuf,5,vinted_export/images/9936202437/01.webp | vinted_export/images/9936202437/02.webp | vinted_export/images/9936202437/03.webp | vinted_export/images/9936202437/04.webp | vinted_export/images/9936202437/05.webp,pt.bidnow@gmail.com,collectibles,Fashion,Used - Excellent,best-offer,30 days,flat-rate,15,no-returns,Lisboa,PT
9947495080,Montre Yves saint Laurent cadran bleu - vintage année 90,105,EUR,"Jolie montre Yves saint avec rare cadran bleu 
Légère rats ure sur le verre 
📏 dimensions : 23mm
📏Tour de poignet :15cm
Mouvement quartz 
✅ fonctionne parfaitement 
📦 envoie rapide 
N’hésitez pas à faire un tour sur mon profil pour trouver d’autre montres intéressante
Si vous avez des question je suis disponible pour y répondre 


#watch #montre #orologio #reloj #vintagewatch","Bonito relógio Yves Saint Laurent com raro mostrador azul.
Ligeiro risco no vidro.
📏 Dimensões: 23 mm
📏 Pulso: 15 cm
Movimento de quartzo.
✅ Funciona perfeitamente.
📦 Envio rápido.
Veja o meu perfil para encontrar outros relógios interessantes.
Se tiver alguma questão, estou disponível para responder.

#watch #montre #orologio #reloj #vintagewatch","Beautiful Yves Saint Laurent watch with a rare blue dial.
Light scratch on the glass.
📏 Dimensions: 23 mm
📏 Wrist circumference: 15 cm
Quartz movement.
✅ Works perfectly.
📦 Fast shipping.
Feel free to browse my profile for other interesting watches.
If you have any questions, I’m available to answer them.

#watch #montre #orologio #reloj #vintagewatch","Bonito reloj Yves Saint Laurent con raro dial azul.
Ligero arañazo en el cristal.
📏 Dimensiones: 23 mm
📏 Contorno de muñeca: 15 cm
Movimiento de cuarzo.
✅ Funciona perfectamente.
📦 Envío rápido.
No dudes en visitar mi perfil para encontrar otros relojes interesantes.
Si tienes alguna pregunta, estoy disponible para responder.

#watch #montre #orologio #reloj #vintagewatch","Jolie montre Yves Saint Laurent avec rare cadran bleu.
Légère rayure sur le verre.
📏 Dimensions : 23 mm
📏 Tour de poignet : 15 cm
Mouvement quartz.
✅ Fonctionne parfaitement.
📦 Envoi rapide.
N’hésitez pas à faire un tour sur mon profil pour trouver d’autres montres intéressantes.
Si vous avez des questions, je suis disponible pour y répondre.

#watch #montre #orologio #reloj #vintagewatch",https://www.vinted.pt/items/9947495080-montre-yves-saint-laurent-cadran-bleu-vintage-annee-90,5,vinted_export/images/9947495080/01.webp | vinted_export/images/9947495080/02.webp | vinted_export/images/9947495080/03.webp | vinted_export/images/9947495080/04.webp | vinted_export/images/9947495080/05.webp,pt.bidnow@gmail.com,collectibles,Fashion,Used - Excellent,best-offer,30 days,flat-rate,15,no-returns,Lisboa,PT
9944123043,Bolsa tote Saint Laurent YSL,24,EUR,"Bolsa de algodón cepillado de Ysl 

Regalo de la tienda. Sin estrenar 

Medidas 30x34

#saintlauren #ysl #saintlaurentbag #totebag","Saco de algodão escovado YSL.

Oferta da loja. Nunca usado.

Medidas: 30 x 34 cm.

#saintlauren #ysl #saintlaurentbag #totebag","YSL brushed-cotton bag.

Store gift. Never used.

Measurements: 30 x 34 cm.

#saintlauren #ysl #saintlaurentbag #totebag","Bolsa de algodón cepillado de YSL.

Regalo de la tienda. Sin estrenar.

Medidas: 30 x 34 cm.

#saintlauren #ysl #saintlaurentbag #totebag","Sac en coton brossé YSL.

Cadeau de la boutique. Jamais utilisé.

Dimensions : 30 x 34 cm.

#saintlauren #ysl #saintlaurentbag #totebag",https://www.vinted.pt/items/9944123043-bolsa-tote-saint-laurent-ysl,5,vinted_export/images/9944123043/01.webp | vinted_export/images/9944123043/02.webp | vinted_export/images/9944123043/03.webp | vinted_export/images/9944123043/04.webp | vinted_export/images/9944123043/05.webp,pt.bidnow@gmail.com,collectibles,Fashion,Used - Excellent,best-offer,30 days,flat-rate,15,no-returns,Lisboa,PT
9810845683,Tailleur Yves Saint Laurent - Taille 36,199,EUR,"Très beau tailleur jupe YVES SAINT LAURENT
Taille 36
Coton, Bleu, boutons rouges.","Muito bonito fato de saia YVES SAINT LAURENT.
Tamanho 36.
Algodão, azul, botões vermelhos.","Very beautiful YVES SAINT LAURENT skirt suit.
Size 36.
Cotton, blue, red buttons.","Precioso traje de falda YVES SAINT LAURENT.
Talla 36.
Algodón, azul, botones rojos.","Très beau tailleur jupe YVES SAINT LAURENT.
Taille 36.
Coton, bleu, boutons rouges.",https://www.vinted.pt/items/9810845683-tailleur-yves-saint-laurent-taille-36,5,vinted_export/images/9810845683/01.webp | vinted_export/images/9810845683/02.webp | vinted_export/images/9810845683/03.webp | vinted_export/images/9810845683/04.webp | vinted_export/images/9810845683/05.webp,pt.bidnow@gmail.com,collectibles,Fashion,Used - Excellent,best-offer,30 days,flat-rate,15,no-returns,Lisboa,PT
9930297506,YSL Soft glow Cushion Foundation MINI,20,EUR,"Mini size of YSL Skin Affair
Soft glow cushion foundation
Color LC1","Mini tamanho de YSL Skin Affair.
Base cushion Soft Glow.
Cor LC1.","Mini size of YSL Skin Affair.
Soft Glow cushion foundation.
Color LC1.","Mini talla de YSL Skin Affair.
Base cushion Soft Glow.
Color LC1.","Mini format YSL Skin Affair.
Fond de teint cushion Soft Glow.
Teinte LC1.",https://www.vinted.pt/items/9930297506-ysl-soft-glow-cushion-foundation-mini,5,vinted_export/images/9930297506/01.webp | vinted_export/images/9930297506/02.webp | vinted_export/images/9930297506/03.webp | vinted_export/images/9930297506/04.webp | vinted_export/images/9930297506/05.webp,pt.bidnow@gmail.com,collectibles,Fashion,Used - Excellent,best-offer,30 days,flat-rate,15,no-returns,Lisboa,PT
9938826698,YSL New Era Saint Laurent cap black limited edition,125,EUR,YSL New Era Saint Laurent cap black limited edition,"Boné preto YSL New Era Saint Laurent, edição limitada.","YSL New Era Saint Laurent black cap, limited edition.","Gorra negra YSL New Era Saint Laurent, edición limitada.","Casquette noire YSL New Era Saint Laurent, édition limitée.",https://www.vinted.pt/items/9938826698-ysl-new-era-saint-laurent-cap-black-limited-edition,5,vinted_export/images/9938826698/01.webp | vinted_export/images/9938826698/02.webp | vinted_export/images/9938826698/03.webp | vinted_export/images/9938826698/04.webp | vinted_export/images/9938826698/05.webp,pt.bidnow@gmail.com,collectibles,Fashion,Used - Excellent,best-offer,30 days,flat-rate,15,no-returns,Lisboa,PT
9944523825,Gonna in nappa YSL Rive Gauce,130,EUR,"Meravigliosa gonna in nappa verde bottiglia YSL Rive Gauche. Etichetta taglia rimossa, misure: girovita 71cm, lunghezza 54cm

Tubino con punto vita e poi dritto, pezzo vintage introvabile.
Usata ma in ottime condizioni, con unico difetto, una fodera interna di una tasca scucita. Non visibile da indossata e facilmente sistemabile ( ved foto)","Magnífica saia em napa verde-garrafa YSL Rive Gauche. Etiqueta de tamanho removida; medidas: cintura 71 cm, comprimento 54 cm.

Modelo lápis, marcado na cintura e depois direito, uma peça vintage muito rara.
Usada, mas em ótimo estado, com um único defeito: o forro interior de um bolso está descosido. Não é visível quando vestida e é fácil de reparar (ver foto).","Beautiful YSL Rive Gauche bottle-green nappa leather skirt. Size label removed; measurements: waist 71 cm, length 54 cm.

Pencil shape, fitted at the waist and straight below; a very rare vintage piece.
Used but in excellent condition, with one flaw: the inner lining of one pocket is unstitched. It is not visible when worn and is easy to repair (see photo).","Preciosa falda de napa verde botella YSL Rive Gauche. Etiqueta de talla retirada; medidas: cintura 71 cm, largo 54 cm.

Corte lápiz, entallado en la cintura y recto después; una pieza vintage muy difícil de encontrar.
Usada pero en excelente estado, con un único defecto: el forro interior de un bolsillo está descosido. No se ve al llevarla y es fácil de arreglar (ver foto).","Magnifique jupe en cuir nappa vert bouteille YSL Rive Gauche. Étiquette de taille retirée ; mesures : tour de taille 71 cm, longueur 54 cm.

Coupe crayon, marquée à la taille puis droite ; une pièce vintage très rare.
Portée mais en excellent état, avec un seul défaut : la doublure intérieure d’une poche est décousue. Cela ne se voit pas portée et se répare facilement (voir photo).",https://www.vinted.pt/items/9944523825-gonna-in-nappa-ysl-rive-gauce,5,vinted_export/images/9944523825/01.webp | vinted_export/images/9944523825/02.webp | vinted_export/images/9944523825/03.webp | vinted_export/images/9944523825/04.webp | vinted_export/images/9944523825/05.webp,pt.bidnow@gmail.com,collectibles,Fashion,Used - Excellent,best-offer,30 days,flat-rate,15,no-returns,Lisboa,PT
9950121062,Pochette Yves saint Laurent,15,EUR,"Pochette 
Trousse à maquillage 
Neuve","Pochette / bolsa de maquilhagem.
Nova.","Pouch / makeup bag.
New.","Neceser / bolsa de maquillaje.
Nuevo.","Pochette / trousse à maquillage.
Neuve.",https://www.vinted.pt/items/9950121062-pochette-yves-saint-laurent,5,vinted_export/images/9950121062/01.webp | vinted_export/images/9950121062/02.webp | vinted_export/images/9950121062/03.webp | vinted_export/images/9950121062/04.webp | vinted_export/images/9950121062/05.webp,pt.bidnow@gmail.com,collectibles,Fashion,Used - Excellent,best-offer,30 days,flat-rate,15,no-returns,Lisboa,PT
9947141826,Sac à main yves saint laurent noir,485,EUR,"Sac en cuir yves saint laurent
Boîte légèrement abîmé 
Pour Toute question je suis disponible","Mala em pele Yves Saint Laurent.
Caixa ligeiramente danificada.
Estou disponível para qualquer questão.","Yves Saint Laurent leather bag.
Box slightly damaged.
I’m available for any questions.","Bolso de piel Yves Saint Laurent.
Caja ligeramente dañada.
Estoy disponible para cualquier pregunta.","Sac en cuir Yves Saint Laurent.
Boîte légèrement abîmée.
Je suis disponible pour toute question.",https://www.vinted.pt/items/9947141826-sac-a-main-yves-saint-laurent-noir,5,vinted_export/images/9947141826/01.webp | vinted_export/images/9947141826/02.webp | vinted_export/images/9947141826/03.webp | vinted_export/images/9947141826/04.webp | vinted_export/images/9947141826/05.webp,pt.bidnow@gmail.com,collectibles,Fashion,Used - Excellent,best-offer,30 days,flat-rate,15,no-returns,Lisboa,PT
9933675386,Rouge à lèvres YSL,17,EUR,"Teinte 13

30€ à l’achat de 2","Tom 13.

30 € na compra de 2.","Shade 13.

€30 when purchasing 2.","Tono 13.

30 € al comprar 2.","Teinte 13.

30 € à l’achat de 2.",https://www.vinted.pt/items/9933675386-rouge-a-levres-ysl,5,vinted_export/images/9933675386/01.webp | vinted_export/images/9933675386/02.webp | vinted_export/images/9933675386/03.webp | vinted_export/images/9933675386/04.webp | vinted_export/images/9933675386/05.webp,pt.bidnow@gmail.com,collectibles,Fashion,Used - Excellent,best-offer,30 days,flat-rate,15,no-returns,Lisboa,PT
9949822874,Parfum femme yves saint laurent 90 ml (nouvelle collection),120,EUR,"Parfum Black opium nouvelle collection neuf avec ça boîte 90 ml 
#parfume #femme #blakopium #yvessaintlaurent","Perfume Black Opium da nova coleção, novo com caixa, 90 ml.
#parfume #femme #blakopium #yvessaintlaurent","Black Opium perfume from the new collection, new with box, 90 ml.
#parfume #femme #blakopium #yvessaintlaurent","Perfume Black Opium de la nueva colección, nuevo con caja, 90 ml.
#parfume #femme #blakopium #yvessaintlaurent","Parfum Black Opium nouvelle collection, neuf avec sa boîte, 90 ml.
#parfume #femme #blakopium #yvessaintlaurent",https://www.vinted.pt/items/9949822874-parfum-femme-yves-saint-laurent-90-ml-nouvelle-collection,5,vinted_export/images/9949822874/01.webp | vinted_export/images/9949822874/02.webp | vinted_export/images/9949822874/03.webp | vinted_export/images/9949822874/04.webp | vinted_export/images/9949822874/05.webp,pt.bidnow@gmail.com,collectibles,Fashion,Used - Excellent,best-offer,30 days,flat-rate,15,no-returns,Lisboa,PT
9941368132,YSL pinta labios,15,EUR,"YSL
Pinta labios","YSL
Batom.","YSL
Lipstick.","YSL
Pintalabios.","YSL
Rouge à lèvres.",https://www.vinted.pt/items/9941368132-ysl-pinta-labios,5,vinted_export/images/9941368132/01.webp | vinted_export/images/9941368132/02.webp | vinted_export/images/9941368132/03.webp | vinted_export/images/9941368132/04.webp | vinted_export/images/9941368132/05.webp,pt.bidnow@gmail.com,collectibles,Fashion,Used - Excellent,best-offer,30 days,flat-rate,15,no-returns,Lisboa,PT
9936463555,Sac bandoulière effet croco,27,EUR,"Orné du logo YSL emblématique sur le rabat à l'avant.
​Attaches, fermoir aimanté et bandoulière chaîne en métal vieilli/canon de fusil.
​Intérieur doublé en simili cuir bordeaux avec plusieurs compartiments de rangement et une petite poche chaîne décorative.
​Porté : À l'épaule ou en bandoulière grâce à sa chaîne réglable/ajustable.","Decorada com o icónico logótipo YSL na aba frontal.
Ferragens, fecho magnético e alça de corrente em metal envelhecido/cor gunmetal.
Interior forrado em imitação de pele bordô, com vários compartimentos e um pequeno bolso decorativo com corrente.
Pode ser usada ao ombro ou a tiracolo graças à corrente regulável.","Decorated with the iconic YSL logo on the front flap.
Hardware, magnetic clasp and chain strap in aged/gunmetal-tone metal.
Burgundy faux-leather-lined interior with several storage compartments and a small decorative chain pocket.
Can be worn on the shoulder or crossbody thanks to the adjustable chain.","Decorado con el icónico logotipo YSL en la solapa delantera.
Herrajes, cierre magnético y correa de cadena en metal envejecido/color gunmetal.
Interior forrado en símil piel burdeos con varios compartimentos y un pequeño bolsillo decorativo con cadena.
Puede llevarse al hombro o cruzado gracias a la cadena ajustable.","Orné du logo YSL emblématique sur le rabat à l'avant.
Attaches, fermoir aimanté et bandoulière chaîne en métal vieilli/canon de fusil.
Intérieur doublé en simili cuir bordeaux avec plusieurs compartiments de rangement et une petite poche chaîne décorative.
Porté à l'épaule ou en bandoulière grâce à sa chaîne réglable/ajustable.",https://www.vinted.pt/items/9936463555-sac-bandouliere-effet-croco,5,vinted_export/images/9936463555/01.webp | vinted_export/images/9936463555/02.webp | vinted_export/images/9936463555/03.webp | vinted_export/images/9936463555/04.webp | vinted_export/images/9936463555/05.webp,pt.bidnow@gmail.com,collectibles,Fashion,Used - Excellent,best-offer,30 days,flat-rate,15,no-returns,Lisboa,PT
9945779902,Palette fard à paupière YSL beauty,35,EUR,"Neuf 
Palette YSL","Nova.
Paleta YSL.","New.
YSL palette.","Nueva.
Paleta YSL.","Neuve.
Palette YSL.",https://www.vinted.pt/items/9945779902-palette-fard-a-paupiere-ysl-beauty,5,vinted_export/images/9945779902/01.webp | vinted_export/images/9945779902/02.webp | vinted_export/images/9945779902/03.webp | vinted_export/images/9945779902/04.webp | vinted_export/images/9945779902/05.webp,pt.bidnow@gmail.com,collectibles,Fashion,Used - Excellent,best-offer,30 days,flat-rate,15,no-returns,Lisboa,PT
